algorithm,n_evaluations,mean_norm_z,std_norm_z,n_runs
de,7216.603773584906,0.9999758450453116,0.00018670005205015803,270
de,7285.333333333334,0.9999789031854521,0.00017978450264029982,270
de,7354.062893081761,0.9999820554836849,0.00017169476133977425,270
de,7422.792452830189,0.9999844132723389,0.0001649652239895198,270
de,7491.522012578616,0.9999864097159858,0.00014418171143595887,270
de,7560.251572327044,0.9999897377779335,9.918911224640297e-05,270
de,7628.981132075472,0.999992833192411,5.8549921204038654e-05,270
de,7697.7106918239,0.9999958913852212,2.559994867698497e-05,270
de,7766.440251572328,0.9999967038160777,2.171660861146973e-05,270
de,7835.169811320755,0.9999975626684905,1.767366222676655e-05,270
de,7903.899371069183,0.9999977730702514,1.698133348228472e-05,270
de,7972.62893081761,0.9999980593380596,1.551718408713314e-05,270
de,8041.358490566038,0.9999985081357672,1.2886411024374002e-05,270
de,8110.088050314465,0.999998796393726,1.1766116935534281e-05,270
de,8178.817610062893,0.9999988929343931,1.1532859379369857e-05,270
de,8247.547169811322,0.999999016395981,1.0955992968645922e-05,270
de,8316.27672955975,0.9999991486265277,9.718998958815698e-06,270
de,8385.006289308176,0.999999234632688,8.915178207311518e-06,270
de,8453.735849056604,0.999999316259923,8.255961270665867e-06,270
de,8522.465408805032,0.9999993982267871,7.276516719004277e-06,270
de,8591.19496855346,0.999999505429584,5.881510374359426e-06,270
de,8659.924528301886,0.9999996035222672,4.5875994910230375e-06,270
de,8728.654088050314,0.9999996587244229,3.9891715483145215e-06,270
de,8797.383647798742,0.9999996788400621,3.873165111627241e-06,270
